station_id,station_name,coord1_latitude,coord1_longitude,coord1_name,coord2_latitude,coord2_longitude,coord2_name,temperature,humidity,observation_time,location,weather,wind_speed,wind_direction,air_pressure
467610,成功,23.099296,121.36534,TWD67,23.097486,121.373428,WGS84,18.7,85.0,2026-03-03T18:00:00+08:00,臺東縣成功鎮,陰,4.6,10.0,1011.9
467660,臺東,22.754017,121.146522,TWD67,22.752211,121.154586,WGS84,20.7,77.0,2026-03-03T18:00:00+08:00,臺東縣臺東市,陰,1.3,340.0,1014.8
467540,大武,22.357523,120.895703,TWD67,22.35572,120.90374,WGS84,21.3,75.0,2026-03-03T18:00:00+08:00,臺東縣大武鄉,多雲,2.5,10.0,1014.6
467620,蘭嶼,22.038737,121.55041,TWD67,22.0369,121.55843,WGS84,18.4,99.0,2026-03-03T18:00:00+08:00,臺東縣蘭嶼鄉,多雲,7.9,20.0,976.8
466950,彭佳嶼,25.629774,122.071474,TWD67,25.627975,122.079744,WGS84,15.3,82.0,2026-03-03T18:00:00+08:00,基隆市中正區,陰,8.8,40.0,1007.0
467300,東吉島,23.258999,119.659533,TWD67,23.25727,119.66762,WGS84,20.0,82.0,2026-03-03T18:00:00+08:00,澎湖縣望安鄉,陰,14.1,20.0,1009.3
469020,南沙島,10.372116,114.356938,TWD67,10.370203,114.364286,WGS84,-99.0,-99.0,2026-03-03T18:00:00+08:00,高雄市旗津區,-99,-99.0,-99.0,-99.0
468100,東沙島,20.70252,116.722116,TWD67,20.700856,116.73,WGS84,23.0,89.0,2026-03-03T18:00:00+08:00,高雄市旗津區,-99,-99.0,-99.0,1011.7
467420,永康,23.040146,120.228623,TWD67,23.038386,120.2367,WGS84,20.0,84.0,2026-03-03T18:00:00+08:00,臺南市永康區,多雲,4.2,360.0,1012.6
C2W030,金門(東),24.450074,118.443627,TWD67,24.448431,118.451786,WGS84,14.2,76.0,2026-03-03T18:00:00+08:00,金門縣金湖鎮,陰,4.5,30.0,-99.0
466920,臺北,25.039439,121.506628,TWD67,25.037658,121.514853,WGS84,15.9,85.0,2026-03-03T18:00:00+08:00,臺北市中正區,陰,3.3,100.0,1015.1
A0G720,彰師大,24.08314,120.548508,TWD67,24.081389,120.556667,WGS84,17.9,83.0,2026-03-03T18:00:00+08:00,彰化縣彰化市,陰,1.8,300.0,-99.0
A0Z080,合歡山,24.144972,121.276071,TWD67,24.143186,121.284231,WGS84,-99.0,-99.0,2026-03-03T18:00:00+08:00,花蓮縣秀林鄉,陰,-99.0,-99.0,-99.0
A0W080,吉貝,23.741712,119.596041,TWD67,23.740011,119.604189,WGS84,-99.0,-99.0,2026-03-03T18:00:00+08:00,澎湖縣白沙鄉,陰,-99.0,-99.0,-99.0
467110,金門,24.408942,118.281127,TWD67,24.407306,118.289281,WGS84,14.2,74.0,2026-03-03T18:00:00+08:00,金門縣金城鎮,陰,5.4,50.0,1014.7
467990,馬祖,26.171145,119.914855,TWD67,26.169467,119.923158,WGS84,11.3,82.0,2026-03-03T18:00:00+08:00,連江縣南竿鄉,陰,5.2,60.0,1010.6
A0K420,麥寮,23.800517,120.209572,TWD67,23.798783,120.217717,WGS84,18.4,81.0,2026-03-03T18:00:00+08:00,雲林縣麥寮鄉,陰,6.5,30.0,-99.0
467050,新屋,25.008484,121.039271,TWD67,25.006725,121.047492,WGS84,16.2,84.0,2026-03-03T18:00:00+08:00,桃園市新屋區,陰,9.8,50.0,1015.1
A2K570,古坑(花卉中心),23.6353,120.54428,TWD67,23.63353,120.55239,WGS84,17.6,94.0,2026-03-03T18:00:00+08:00,雲林縣古坑鄉,陰,1.3,330.0,-99.0
CAAH60,大安森林,25.031331,121.528056,TWD67,25.02955,121.53628,WGS84,14.9,91.0,2026-03-03T18:00:00+08:00,臺北市大安區,陰,0.4,90.0,-99.0
CAHA00,消防署訓練中心,23.82313,120.7148,TWD67,23.82137,120.72293,WGS84,17.8,93.0,2026-03-03T18:00:00+08:00,南投縣竹山鎮,陰,1.2,280.0,-99.0
467270,田中,23.875561,120.573149,TWD67,23.873803,120.581286,WGS84,17.6,96.0,2026-03-03T18:00:00+08:00,彰化縣田中鎮,陰,1.0,360.0,1009.3
CAC040,拉拉山,24.7011,121.418933,TWD67,24.699317,121.427133,WGS84,11.7,95.0,2026-03-03T18:00:00+08:00,桃園市復興區,陰,0.9,160.0,-99.0
CAW010,東引,26.360539,120.475308,TWD67,26.358836,120.483631,WGS84,12.0,78.0,2026-03-03T18:00:00+08:00,連江縣東引鄉,陰,6.2,50.0,-99.0
CAP070,高雄燈塔,22.616364,120.256631,TWD67,22.614594,120.26468,WGS84,21.8,90.0,2026-03-03T18:00:00+08:00,高雄市旗津區,陰,1.3,180.0,-99.0
A0F010,武陵,24.354609,121.300112,TWD67,24.352825,121.308286,WGS84,13.9,93.0,2026-03-03T18:00:00+08:00,臺中市和平區,陰,1.0,190.0,-99.0
467280,後龍,24.650318,120.823641,TWD67,24.648563,120.831834,WGS84,16.9,77.0,2026-03-03T18:00:00+08:00,苗栗縣造橋鄉,陰,5.7,40.0,1012.2
467290,古坑,23.635401,120.543769,TWD67,23.633639,120.551889,WGS84,17.6,94.0,2026-03-03T18:00:00+08:00,雲林縣古坑鄉,陰,1.9,330.0,1003.5
C2C410,中央大學,24.969417,121.176946,TWD67,24.967652,121.185165,WGS84,15.2,86.0,2026-03-03T18:00:00+08:00,桃園市中壢區,陰,4.4,60.0,-99.0
A0A460,文化大學,25.137855,121.531657,TWD67,25.13605,121.53987,WGS84,12.6,93.0,2026-03-03T18:00:00+08:00,臺北市士林區,陰,5.6,50.0,-99.0
A0A010,臺灣大學,25.01606,121.531193,TWD67,25.014278,121.539416,WGS84,15.3,89.0,2026-03-03T18:00:00+08:00,臺北市大安區,陰,1.4,70.0,-99.0
72S200,班鳩分場,22.831307,121.069619,TWD67,22.829528,121.077694,WGS84,18.0,83.0,2026-03-03T18:00:00+08:00,臺東縣卑南鄉,陰,1.5,60.0,-99.0
72S590,賓朗果園,22.815668,121.063204,TWD67,22.813889,121.071278,WGS84,17.7,-99.0,2026-03-03T18:00:00+08:00,臺東縣卑南鄉,陰,1.2,20.0,-99.0
82S580,臺東茶改,22.909476,121.12206,TWD67,22.907694,121.130139,WGS84,18.1,82.0,2026-03-03T18:00:00+08:00,臺東縣鹿野鄉,陰,3.7,10.0,-99.0
U2H480,臺大溪頭,23.672071,120.790065,TWD67,23.670306,120.798194,WGS84,15.9,99.0,2026-03-03T18:00:00+08:00,南投縣鹿谷鄉,陰,0.0,0.0,-99.0
72G600,臺中農改,24.004779,120.526236,TWD67,24.003028,120.534389,WGS84,17.9,78.0,2026-03-03T18:00:00+08:00,彰化縣大村鄉,陰,4.1,10.0,-99.0
72K220,雲林分場,23.636304,120.469202,TWD67,23.634556,120.477333,WGS84,18.1,90.0,2026-03-03T18:00:00+08:00,雲林縣斗南鎮,陰,1.6,10.0,-99.0
72N100,臺南農改,23.062242,120.334096,TWD67,23.0605,120.342194,WGS84,19.2,92.0,2026-03-03T18:00:00+08:00,臺南市新化區,晴,-99.0,-99.0,-99.0
72V140,旗南農改,22.859612,120.508583,TWD67,22.857861,120.516667,WGS84,21.1,94.0,2026-03-03T18:00:00+08:00,高雄市旗山區,多雲,2.9,290.0,-99.0
72Q010,高雄農改,22.711084,120.517814,TWD67,22.709333,120.525889,WGS84,23.9,82.0,2026-03-03T18:00:00+08:00,屏東縣長治鄉,陰,1.0,280.0,-99.0
B2E890,新竹畜試,24.529569,120.762788,TWD67,24.527806,120.770972,WGS84,16.6,76.0,2026-03-03T18:00:00+08:00,苗栗縣西湖鄉,陰,2.0,190.0,-99.0
72C440,桃園農改,24.952721,121.022375,TWD67,24.950944,121.030583,WGS84,16.1,83.0,2026-03-03T18:00:00+08:00,桃園市新屋區,陰,6.7,60.0,-99.0
72D080,五峰站,24.613978,121.148983,TWD67,24.612194,121.157167,WGS84,11.0,99.0,2026-03-03T18:00:00+08:00,新竹縣五峰鄉,陰,0.0,0.0,-99.0
82C160,茶改場,24.910258,121.17713,TWD67,24.908472,121.185333,WGS84,14.7,81.0,2026-03-03T18:00:00+08:00,桃園市楊梅區,陰,3.4,70.0,-99.0
A2C560,農工中心,24.987706,121.231626,TWD67,24.985917,121.239833,WGS84,15.4,83.0,2026-03-03T18:00:00+08:00,桃園市中壢區,陰,1.8,70.0,-99.0
82A750,文山茶改,24.957588,121.623022,TWD67,24.955778,121.631222,WGS84,12.6,97.0,2026-03-03T18:00:00+08:00,新北市石碇區,陰,1.0,40.0,-99.0
72U480,蘭陽分場,24.688121,121.708402,TWD67,24.686306,121.716583,WGS84,15.9,91.0,2026-03-03T18:00:00+08:00,宜蘭縣三星鄉,陰,1.8,90.0,-99.0
K2E360,苗栗農改,24.497488,120.82093,TWD67,24.495722,120.829111,WGS84,15.9,81.0,2026-03-03T18:00:00+08:00,苗栗縣公館鄉,陰,5.1,20.0,-99.0
K2E710,大湖分場,24.42463,120.863657,TWD67,24.422861,120.871833,WGS84,14.1,91.0,2026-03-03T18:00:00+08:00,苗栗縣大湖鄉,陰,3.1,50.0,-99.0
K2F750,種苗繁殖,24.227737,120.792753,TWD67,24.225972,120.800917,WGS84,14.8,96.0,2026-03-03T18:00:00+08:00,臺中市新社區,陰有雨,1.8,20.0,-99.0
82H840,凍頂茶改,23.76429,120.732364,TWD67,23.762528,120.7405,WGS84,16.5,99.0,2026-03-03T18:00:00+08:00,南投縣鹿谷鄉,陰,0.4,150.0,-99.0
82H320,魚池茶改,23.877382,120.905442,TWD67,23.875611,120.913583,WGS84,16.5,99.0,2026-03-03T18:00:00+08:00,南投縣魚池鄉,陰,0.4,200.0,-99.0
U2HA50,臺大竹山,23.758731,120.67342,TWD67,23.756972,120.681556,WGS84,-99.0,-99.0,2026-03-03T18:00:00+08:00,南投縣竹山鎮,陰,-99.0,-99.0,-99.0
G2L020,嘉義農試,23.486776,120.465684,TWD67,23.485028,120.473806,WGS84,17.6,91.0,2026-03-03T18:00:00+08:00,嘉義市東區,陰,1.5,350.0,-99.0
72M360,義竹分場,23.362432,120.271244,TWD67,23.360694,120.279361,WGS84,18.3,80.0,2026-03-03T18:00:00+08:00,嘉義縣義竹鄉,多雲,4.1,30.0,-99.0
B2N890,畜試所,23.060713,120.328308,TWD67,23.058972,120.336406,WGS84,19.0,93.0,2026-03-03T18:00:00+08:00,臺南市新化區,晴,2.9,10.0,-99.0
G2P820,鳳山農試,22.648354,120.34801,TWD67,22.646611,120.356083,WGS84,22.7,81.0,2026-03-03T18:00:00+08:00,高雄市鳳山區,陰,2.4,320.0,-99.0
B2Q810,恆春畜試,21.947348,120.794139,TWD67,21.945583,120.802167,WGS84,21.1,75.0,2026-03-03T18:00:00+08:00,屏東縣恆春鎮,多雲,4.9,50.0,-99.0
72T250,花蓮農改,23.977028,121.555752,TWD67,23.975222,121.563889,WGS84,17.2,91.0,2026-03-03T18:00:00+08:00,花蓮縣吉安鄉,陰,1.7,20.0,-99.0
E2H360,蓮華池,23.920106,120.877136,TWD67,23.918333,120.885278,WGS84,17.7,98.0,2026-03-03T18:00:00+08:00,南投縣魚池鄉,陰,0.0,0.0,-99.0
72HA00,埔里分場,23.904982,120.955222,TWD67,23.903208,120.963364,WGS84,18.5,99.0,2026-03-03T18:00:00+08:00,南投縣魚池鄉,陰,-99.0,-99.0,-99.0
U2HA30,臺大和社,23.592633,120.880744,TWD67,23.590856,120.888864,WGS84,16.9,99.0,2026-03-03T18:00:00+08:00,南投縣信義鄉,陰,0.4,360.0,-99.0
U2HA40,臺大內茅埔,23.691497,120.842992,TWD67,23.689722,120.851117,WGS84,16.7,99.0,2026-03-03T18:00:00+08:00,南投縣信義鄉,陰,0.0,0.0,-99.0
G2M350,溪口農場,23.587406,120.399994,TWD67,23.58565,120.408111,WGS84,18.3,84.0,2026-03-03T18:00:00+08:00,嘉義縣溪口鄉,陰,2.8,30.0,-99.0
E2K600,四湖植物園,23.678718,120.155296,TWD67,23.676986,120.163433,WGS84,18.7,96.0,2026-03-03T18:00:00+08:00,雲林縣四湖鄉,陰,1.3,40.0,-99.0
G2F820,農業試驗所,24.033022,120.679986,TWD67,24.031261,120.688133,WGS84,17.7,93.0,2026-03-03T18:00:00+08:00,臺中市霧峰區,陰,0.0,0.0,-99.0
72M700,嘉義分場,23.418608,120.274941,TWD67,23.416869,120.283061,WGS84,18.5,82.0,2026-03-03T18:00:00+08:00,嘉義縣鹿草鄉,陰,4.5,30.0,-99.0
72N240,七股研究中心,23.083472,120.054792,TWD67,23.081672,120.062894,WGS84,19.7,83.0,2026-03-03T18:00:00+08:00,臺南市七股區,陰,5.6,30.0,-99.0
42HA10,萬大發電廠,23.980611,121.131497,TWD67,23.978875,121.139639,WGS84,16.9,93.0,2026-03-03T18:00:00+08:00,南投縣仁愛鄉,陰,0.3,150.0,-99.0
12Q970,東港工作站,22.481778,120.458017,TWD67,22.479997,120.466058,WGS84,23.8,78.0,2026-03-03T18:00:00+08:00,屏東縣東港鎮,陰,2.1,290.0,-99.0
12J990,口湖工作站,23.591722,120.172281,TWD67,23.589978,120.180394,WGS84,18.3,80.0,2026-03-03T18:00:00+08:00,雲林縣口湖鄉,陰,5.1,20.0,-99.0
12Q980,恆春工作站,22.081478,120.706406,TWD67,22.079678,120.714425,WGS84,21.6,72.0,2026-03-03T18:00:00+08:00,屏東縣車城鄉,多雲,12.6,70.0,-99.0
V2K610,大庄合作社,23.80855,120.359808,TWD67,23.8068,120.367939,WGS84,17.7,81.0,2026-03-03T18:00:00+08:00,雲林縣二崙鄉,陰,3.9,10.0,-99.0
V2K620,麥寮合作社,23.755583,120.286657,TWD67,23.753836,120.294783,WGS84,-99.0,-99.0,2026-03-03T18:00:00+08:00,雲林縣麥寮鄉,陰,-99.0,-99.0,-99.0
E2S980,太麻里(1),22.600724,120.971991,TWD67,22.598922,120.980044,WGS84,19.3,90.0,2026-03-03T18:00:00+08:00,臺東縣太麻里鄉,多雲,0.0,0.0,-99.0
E2S960,太麻里(2),22.599802,120.9897,TWD67,22.598,120.99775,WGS84,20.3,76.0,2026-03-03T18:00:00+08:00,臺東縣太麻里鄉,多雲,2.2,40.0,-99.0
72AI40,桃改臺北,24.946279,121.378755,TWD67,24.944503,121.386972,WGS84,15.5,80.0,2026-03-03T18:00:00+08:00,新北市樹林區,陰,5.1,50.0,-99.0
E2HA20,畢祿溪站,24.22873,121.300362,TWD67,24.226944,121.308522,WGS84,10.8,99.0,2026-03-03T18:00:00+08:00,南投縣仁愛鄉,陰,0.0,0.0,-99.0
A2N290,蘭花園區,23.342018,120.371562,TWD67,23.340258,120.379661,WGS84,18.5,91.0,2026-03-03T18:00:00+08:00,臺南市後壁區,多雲,3.1,360.0,-99.0
B2U990,宜蘭畜試,24.670842,121.824362,TWD67,24.669039,121.832561,WGS84,16.2,96.0,2026-03-03T18:00:00+08:00,宜蘭縣五結鄉,陰,2.8,10.0,-99.0
A2K630,雲林臺大,23.732381,120.415777,TWD67,23.730628,120.423903,WGS84,17.7,82.0,2026-03-03T18:00:00+08:00,雲林縣虎尾鎮,陰,2.5,10.0,-99.0
E2P980,六龜林試,22.993482,120.637645,TWD67,22.991703,120.645722,WGS84,21.4,99.0,2026-03-03T18:00:00+08:00,高雄市六龜區,多雲,0.0,0.0,-99.0
E2P990,扇平林試,22.969481,120.677627,TWD67,22.9677,120.685703,WGS84,-99.0,-99.0,2026-03-03T18:00:00+08:00,高雄市茂林區,多雲,-99.0,-99.0,-99.0
A2K360,臺西水試,23.718974,120.182399,TWD67,23.717231,120.190522,WGS84,-99.0,-99.0,2026-03-03T18:00:00+08:00,雲林縣臺西鄉,陰,4.7,20.0,-99.0
V2C250,八德合作社,24.939471,121.258178,TWD67,24.93775,121.266389,WGS84,-99.0,-99.0,2026-03-03T18:00:00+08:00,桃園市八德區,陰,-99.0,-99.0,-99.0
V2C260,八德蔬果,24.980279,121.27356,TWD67,24.978508,121.281819,WGS84,15.6,78.0,2026-03-03T18:00:00+08:00,桃園市八德區,陰,3.5,60.0,-99.0
72D680,新埔工作站,24.836,121.058,TWD67,24.834444,121.066111,WGS84,16.1,75.0,2026-03-03T18:00:00+08:00,新竹縣新埔鎮,陰,3.6,60.0,-99.0
G2AI50,台農院關渡站,25.117528,121.483769,TWD67,25.11575,121.492,WGS84,17.0,68.0,2026-03-03T18:00:00+08:00,臺北市北投區,陰,2.7,110.0,-99.0
CAH030,茶改場竹圍站,23.861844,120.629392,TWD67,23.86008,120.6375,WGS84,16.2,99.0,2026-03-03T18:00:00+08:00,南投縣名間鄉,陰,0.4,230.0,-99.0
CAN130,水試所海水繁養殖中心,23.122553,120.071594,TWD67,23.120802,120.079676,WGS84,19.4,81.0,2026-03-03T18:00:00+08:00,臺南市七股區,陰,6.5,30.0,-99.0
CAL110,布袋國中,23.360676,120.17216,TWD67,23.35893,120.18026,WGS84,18.6,80.0,2026-03-03T18:00:00+08:00,嘉義縣布袋鎮,陰,4.5,20.0,-99.0
CAG100,王功漁港,23.969984,120.317718,TWD67,23.96824,120.32586,WGS84,-99.0,-99.0,2026-03-03T18:00:00+08:00,彰化縣芳苑鄉,陰,9.1,30.0,-99.0
CAJ050,海口故事園區,23.577174,120.133097,TWD67,23.57543,120.14121,WGS84,-99.0,-99.0,2026-03-03T18:00:00+08:00,雲林縣口湖鄉,陰,-99.0,-99.0,-99.0
CAN140,六官養殖協會,23.230568,120.29153,TWD67,23.22881,120.29962,WGS84,18.8,84.0,2026-03-03T18:00:00+08:00,臺南市六甲區,多雲,4.2,10.0,-99.0
CAQ030,崎峰國小,22.427434,120.487171,TWD67,22.42565,120.49521,WGS84,-99.0,-99.0,2026-03-03T18:00:00+08:00,屏東縣林邊鄉,陰,2.3,290.0,-99.0
C2M960,外寮,23.564411,120.657572,TWD67,23.562643,120.665688,WGS84,16.6,99.0,2026-03-03T18:00:00+08:00,嘉義縣梅山鄉,陰,3.2,170.0,-99.0
C2M970,碧湖,23.570397,120.616047,TWD67,23.568632,120.624165,WGS84,16.9,99.0,2026-03-03T18:00:00+08:00,嘉義縣梅山鄉,陰,5.0,210.0,-99.0
C2R170,屏東,22.662048,120.485974,TWD67,22.660269,120.494027,WGS84,23.8,81.0,2026-03-03T18:00:00+08:00,屏東縣屏東市,陰,0.5,320.0,-99.0
C2V310,美濃,22.900567,120.511,TWD67,22.898792,120.51907,WGS84,22.1,89.0,2026-03-03T18:00:00+08:00,高雄市美濃區,多雲,1.7,330.0,-99.0
C2M980,安和,23.515523,120.30782,TWD67,23.51377,120.31593,WGS84,18.4,82.0,2026-03-03T18:00:00+08:00,嘉義縣新港鄉,陰,3.2,20.0,-99.0
C2M990,大巃頂,23.556466,120.606275,TWD67,23.5547,120.61439,WGS84,16.9,100.0,2026-03-03T18:00:00+08:00,嘉義縣梅山鄉,陰,2.3,230.0,-99.0
C2N170,茅港尾,23.207857,120.254311,TWD67,23.2061,120.2624,WGS84,18.8,87.0,2026-03-03T18:00:00+08:00,臺南市下營區,多雲,2.2,350.0,-99.0
C2R980,竹田國中,22.617101,120.516069,TWD67,22.61532,120.52412,WGS84,24.9,77.0,2026-03-03T18:00:00+08:00,屏東縣竹田鄉,陰,2.4,300.0,-99.0
C2R990,泰武,22.608649,120.689598,TWD67,22.60686,120.69765,WGS84,17.5,99.0,2026-03-03T18:00:00+08:00,屏東縣泰武鄉,多雲有雨,0.5,240.0,-99.0
C2TA60,六十石,23.226575,121.310513,TWD67,23.22477,121.31861,WGS84,12.3,100.0,2026-03-03T18:00:00+08:00,花蓮縣富里鄉,陰,4.8,30.0,-99.0
C2TA70,赤科坪,23.400655,121.383571,TWD67,23.39885,121.39168,WGS84,12.7,100.0,2026-03-03T18:00:00+08:00,花蓮縣玉里鎮,陰,0.8,360.0,-99.0
C2UC10,出水溪,24.617617,121.644058,TWD67,24.615822,121.652253,WGS84,12.1,100.0,2026-03-03T18:00:00+08:00,宜蘭縣大同鄉,陰,0.5,120.0,-99.0
C2UC20,長嶺,24.710732,121.603419,TWD67,24.70894,121.61162,WGS84,12.6,100.0,2026-03-03T18:00:00+08:00,宜蘭縣員山鄉,陰有雨,0.6,160.0,-99.0
C2E980,和興,24.507081,120.914833,TWD67,24.505319,120.923016,WGS84,12.1,100.0,2026-03-03T18:00:00+08:00,苗栗縣獅潭鄉,陰,3.0,30.0,-99.0
C2E990,新坪頂,24.303773,120.849231,TWD67,24.30201,120.8574,WGS84,13.4,98.0,2026-03-03T18:00:00+08:00,苗栗縣卓蘭鎮,陰,3.4,20.0,-99.0
C2H9Y0,松茗,23.818463,120.642632,TWD67,23.8167,120.650765,WGS84,15.6,98.0,2026-03-03T18:00:00+08:00,南投縣名間鄉,陰,0.7,340.0,-99.0
C2RA10,大新,22.677362,120.569824,TWD67,22.67558,120.57788,WGS84,23.5,80.0,2026-03-03T18:00:00+08:00,屏東縣內埔鄉,陰,2.8,300.0,-99.0
C2TA90,加納納,23.468223,121.351754,TWD67,23.466421,121.359867,WGS84,16.1,96.0,2026-03-03T18:00:00+08:00,花蓮縣瑞穗鄉,陰,2.5,20.0,-99.0
C2TB30,吉安,23.947182,121.539883,TWD67,23.94538,121.54803,WGS84,16.8,92.0,2026-03-03T18:00:00+08:00,花蓮縣吉安鄉,陰,0.8,50.0,-99.0
C2K290,崙內,23.697001,120.347887,TWD67,23.69525,120.35601,WGS84,18.2,80.0,2026-03-03T18:00:00+08:00,雲林縣土庫鎮,陰,2.8,10.0,-99.0
C2K300,鹿南,23.640303,120.355481,TWD67,23.63855,120.3636,WGS84,18.5,82.0,2026-03-03T18:00:00+08:00,雲林縣元長鄉,陰,3.6,20.0,-99.0
C2K250,崙背,23.757278,120.310803,TWD67,23.75553,120.31893,WGS84,17.9,79.0,2026-03-03T18:00:00+08:00,雲林縣崙背鄉,陰,3.7,20.0,-99.0
C2K280,四湖,23.632147,120.219053,TWD67,23.6304,120.22717,WGS84,18.5,80.0,2026-03-03T18:00:00+08:00,雲林縣四湖鄉,陰,3.4,30.0,-99.0
C2X060,下營,23.228563,120.248201,TWD67,23.226806,120.256291,WGS84,18.6,87.0,2026-03-03T18:00:00+08:00,臺南市下營區,多雲,3.4,360.0,-99.0
C2S9B0,利吉,22.864264,121.146788,TWD67,22.86246,121.15486,WGS84,18.5,84.0,2026-03-03T18:00:00+08:00,臺東縣卑南鄉,陰,1.7,360.0,-99.0
C2S9A0,北份子寮,22.787412,121.070064,TWD67,22.78561,121.07813,WGS84,19.6,77.0,2026-03-03T18:00:00+08:00,臺東縣卑南鄉,陰,3.0,360.0,-99.0
C2SD50,順那,23.043467,121.285235,TWD67,23.04166,121.29332,WGS84,18.6,87.0,2026-03-03T18:00:00+08:00,臺東縣東河鄉,陰,0.9,30.0,-99.0
C2SD70,二層坪,22.942853,121.160303,TWD67,22.94105,121.16838,WGS84,17.9,84.0,2026-03-03T18:00:00+08:00,臺東縣鹿野鄉,陰,-99.0,-99.0,-99.0
C2SD60,明峰,22.868903,121.110178,TWD67,22.8671,121.11825,WGS84,17.3,85.0,2026-03-03T18:00:00+08:00,臺東縣卑南鄉,陰,4.5,10.0,-99.0
C2SD80,再來山,23.345518,121.433115,TWD67,23.34371,121.44122,WGS84,17.7,85.0,2026-03-03T18:00:00+08:00,臺東縣長濱鄉,陰,1.0,220.0,-99.0
C2TB80,庄子底,23.719744,121.486249,TWD67,23.71794,121.49438,WGS84,16.6,96.0,2026-03-03T18:00:00+08:00,花蓮縣鳳林鎮,陰,2.6,360.0,-99.0
C2TB90,長橋,23.689203,121.453731,TWD67,23.6874,121.46186,WGS84,16.4,96.0,2026-03-03T18:00:00+08:00,花蓮縣鳳林鎮,陰,1.7,20.0,-99.0
C2TB50,麻汝,23.427345,121.38547,TWD67,23.42554,121.39358,WGS84,16.3,96.0,2026-03-03T18:00:00+08:00,花蓮縣玉里鎮,陰,-99.0,-99.0,-99.0
C2TB70,達谷寮,23.381804,121.351573,TWD67,23.38,121.35968,WGS84,17.0,96.0,2026-03-03T18:00:00+08:00,花蓮縣玉里鎮,陰,1.3,350.0,-99.0
C2TB60,南安,23.299981,121.253469,TWD67,23.29818,121.26157,WGS84,17.3,90.0,2026-03-03T18:00:00+08:00,花蓮縣卓溪鄉,陰,1.0,180.0,-99.0
